id,dict_id,cate_id,cate_name,big_cate_id,big_cate_name,ownership_id,ownership_name,tech_standard_version,org_id,org_code,org_name,inspection_project_id,inspection_project_name,inspection_item_id,inspection_item_code,is_judge,inspection_time_id,inspection_time,sampling_method_id,sampling_method,sampling_dept_org_id,sampling_dept_org_name,inspection_dept_org_id,inspection_dept_org_name,quant_qual_type,initial_reinspect,inspect_unit_qty,inspection_frequency_id,freq_count_text,status,order_status,ct_uid,up_uid,create_time,check_user_signature,process_arr,remark,inspection_unit_id,inspection_unit,inspection_rate_id,inspection_rate,sampling_qty,sampling_unit_id,sampling_unit,deduct_inventory,deduct_qty,deduct_unit_id,deduct_unit,inspection_tool,standard_requirement,abnormal_standard_id,abnormal_standard,indicator_unit_id,indicator_unit,lower_limit,upper_limit,decimal_places,min_unqualified_abnormal,exceed_plan,inspection_method,valid_begin_date,valid_end_date,main_image,sub_images,abnormal_result_id,abnormal_result,version,mat_info,assoc_type
11,BSYB0011,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,41,感官,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,2,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,嗅觉,与标准品对比无差异,,,,,,,0,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取50ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml。用闻香纸分别蘸取容器内待检试样与标准样品1cm~2cm，然后用嗅觉进行评香。要求试样同标准样品对比一致，应具有复合香精特有的香气，无异杂气。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
12,BSYB0012,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,41,感官,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,2,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,200,19,mL,0,,,,嗅觉,与标准品对比无差异,,,,,,,0,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取50ml复检。用闻香纸分别蘸取容器内待检试样与标准样品1cm~2cm，然后用嗅觉进行评香。要求试样同标准样品对比一致，应具有复合香精特有的香气，无异杂气。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
13,BSYB0013,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9150,0.9350,4,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取10ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中10ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
14,BSYB0014,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9180,0.9380,4,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取10ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中10ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
15,BSYB0015,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9108,0.9308,4,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取10ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中10ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
16,BSYB0016,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9158,0.9358,4,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取10ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中10ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
17,BSYB0017,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9180,0.9380,4,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取10ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中10ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
18,BSYB0018,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,40,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9150,0.9350,4,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取10ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
19,BSYB0019,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,40,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9180,0.9380,4,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取10ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
20,BSYB0020,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,40,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9108,0.9308,4,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取10ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
21,BSYB0021,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,40,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9158,0.9358,4,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取10ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
22,BSYB0022,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,66,相对密度,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,40,19,mL,0,,,,温度计、密度计,内容物温度需达到20℃,,,36,g/cm³,0.9180,0.9380,4,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取10ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
23,BSYB0023,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.10,42.90,2,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取5ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中5ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
24,BSYB0024,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.70,43.70,2,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取5ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中5ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
25,BSYB0025,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,39.10,41.10,2,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取5ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中5ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
26,BSYB0026,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.10,42.90,2,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取5ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中5ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
27,BSYB0027,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,2,YC00000002,1,4,使用前检测,1,,6,生产部,5,品管部,1,1,1,1,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,100,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.10,43.70,2,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取5ml复检。,每1新批次为一个检测单元，随机从1桶香精中抽取100ml，其中5ml做本次检测。使用密度计进行检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
28,BSYB0028,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,20,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.10,42.90,2,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取5ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
29,BSYB0029,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,20,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.70,43.70,2,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取5ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
30,BSYB0030,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,20,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,39.10,41.10,2,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取5ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
31,BSYB0031,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,20,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.10,42.90,2,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取5ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
32,BSYB0032,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,67,可溶性固形物,14,YF00000004,1,4,使用前检测,1,,6,生产部,5,品管部,1,2,2,11,大于等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,20,19,mL,0,,,,温度计、糖度计,内容物温度需达到20℃,,,26,%,41.10,43.70,2,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取5ml复检。使用密度计进行检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
33,BSYB0033,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,68,铅,3,YC00000003,1,3,定期检测,1,,6,生产部,5,品管部,1,1,,1,等于,3,1,139,139,2026-06-25 09:39:15,,,,,,4,1次/年,50,19,mL,0,,,,原子荧光光度计,≤10,,,46,mg/kg,,10,0,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取50ml复检。,随机对在用香精抽取1桶，从中取约50ml，用带盖离心管盛装进行化验。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
34,BSYB0034,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,68,铅,15,YF00000005,1,3,定期检测,1,,6,生产部,5,品管部,1,2,,11,大于等于,3,1,139,139,2026-06-25 09:39:15,,,,,,4,1次/年,200,19,mL,0,,,,原子荧光光度计,≤10,,,46,mg/kg,,10,0,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取50ml复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
35,BSYB0035,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,69,砷,3,YC00000003,1,3,定期检测,1,,6,生产部,5,品管部,1,1,,1,等于,3,1,139,139,2026-06-25 09:39:15,,,,,,4,1次/年,50,19,mL,0,,,,原子荧光光度计,≤3,,,46,mg/kg,,3,0,1,若不合格，从同批次及相邻批次各抽取2桶，从中各取50ml复检。,随机对在用香精抽取1桶，从中取约50ml，用带盖离心管盛装进行化验。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
36,BSYB0036,39,香精,4,内容物,5,红牛,Q/RW-TS-001-2023,,,,69,砷,15,YF00000005,1,3,定期检测,1,,6,生产部,5,品管部,1,2,,11,大于等于,3,1,139,139,2026-06-25 09:39:15,,,,,,4,1次/年,200,19,mL,0,,,,原子荧光光度计,≤3,,,46,mg/kg,,3,0,1,若仍有不合格，通知生产部暂停使用有问题批次香精，将具体信息报给技术管理部。问题批次的所有商品做退货处理。,从同批次及相邻批次各抽取2桶，从中各取50ml复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
37,BSYB0037,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,7,缺陷电流,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,1,1,8,5,等于,3,1,139,139,2026-06-25 09:39:15,,,,44,批次,,,8,14,CAN,1,8,14,CAN,"贵州基地：罐内涂膜完整性测定仪。
湖北基地：电流仪",＜3mA,,,22,mA,,2.99,2,1,若有不合格，取同一托8罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。8罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
38,BSYB0038,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,7,缺陷电流,16,YF00000006,1,2,到货检测,1,,4,储运采购部,5,品管部,1,2,1,11,大于等于,3,1,139,139,2026-06-25 09:39:15,,,,44,批次,,,8,14,CAN,1,8,14,CAN,"贵州基地：罐内涂膜完整性测定仪。
湖北基地：电流仪",＜3mA,,,22,mA,,2.99,2,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取8罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
