id,wh_name,wh_code,unload,ship_condition,logistics_name,logistics_code,nation,province,city,district,town,address,longitude,latitude,fence_radius,fence_status,is_base,contact,sort,rule_type,rule_up_uid,rule_update_time,is_lock,ct_uid,up_uid,create_time,factory_code,sales_org,seller,sales_ltd,expiry_date,from_date,exp_arr,logistics_exp_arr,logistics_from_date,logistics_expiry_date,sales_unit_exp_arr,sales_unit,sales_unit_code,sales_unit_from_date,sales_unit_expiry_date
150,郑州,2009,2009 郑州数据在线,75,北京畅翔国际供应链管理有限公司,18000218,,河南省,郑州市,金水区,文化路街道,郑州,113.68374504924,34.787467662249,5000,1,0,"[{'id': '1', 'linkman': 'CS', 'phone': '18702540333', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",-150,1,0,,0,1,1,2025-11-12 17:21:35,,,,,,,[],"[{'id': 226, 'unload_point_id': 150, 'logistics_name': '数据在线', 'logistics_code': '18000218', 'from_date': '2024-11-01', 'expiry_date': '2025-11-11', 'status': 1}, {'id': 227, 'unload_point_id': 150, 'logistics_name': '北京畅翔国际供应链管理有限公司', 'logistics_code': '18000218', 'from_date': '2025-11-12', 'expiry_date': '2031-11-30', 'status': 2}, {'id': 228, 'unload_point_id': 150, 'logistics_name': '数据在线', 'logistics_code': '18000218', 'from_date': '2031-12-01', 'expiry_date': '2099-12-31', 'status': 0}]",2025-11-12,2031-11-30,[],,,,
149,山姆武汉,SM05,SM05 山姆武汉仓,,北京联悦国际供应链管理有限公司,18000226,,四川省,成都市,,,山姆武汉,104.066301,30.572961,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 225, 'unload_point_id': 149, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
148,山姆成都,SM04,SM04 山姆成都仓,,北京联悦国际供应链管理有限公司,18000226,,四川省,成都市,,,成都,104.066301,30.572961,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 224, 'unload_point_id': 148, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
147,山姆惠州,SM03,SM03 山姆惠州仓,,北京联悦国际供应链管理有限公司,18000226,,广东省,惠州市,,,惠州市,114.415587,23.112368,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 223, 'unload_point_id': 147, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
146,山姆天津,SM02,SM02 山姆天津仓,,北京联悦国际供应链管理有限公司,18000226,,辽宁省,沈阳市,,,山姆天津,123.464675,41.677576,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 222, 'unload_point_id': 146, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
145,山姆嘉兴,SM01,SM01 山姆嘉兴仓,,北京联悦国际供应链管理有限公司,18000226,,辽宁省,沈阳市,,,山姆嘉兴,123.464675,41.677576,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 221, 'unload_point_id': 145, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
144,电商沈阳,DS07,DS07 电商沈阳,,北京联悦国际供应链管理有限公司,18000226,,辽宁省,沈阳市,,,沈阳市,123.464675,41.677576,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 220, 'unload_point_id': 144, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
143,电商济南,DS06,DS06 电商济南,,北京联悦国际供应链管理有限公司,18000226,,山东省,济南市,,,济南市,117.120128,36.652069,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 219, 'unload_point_id': 143, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
142,电商成都,DS05,DS05 电商成都,,北京联悦国际供应链管理有限公司,18000226,,四川省,成都市,,,成都市,104.066301,30.572961,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 218, 'unload_point_id': 142, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
141,电商武汉,DS04,DS04 电商武汉,,北京联悦国际供应链管理有限公司,18000226,,湖北省,武汉市,,,武汉市,114.304569,30.593354,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 217, 'unload_point_id': 141, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
140,电商广州,DS03,DS03 电商广州,,北京联悦国际供应链管理有限公司,18000226,,广东省,广州市,,,广州市,113.264499,23.130061,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 216, 'unload_point_id': 140, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
139,电商天津,DS02,DS02 电商天津,,北京联悦国际供应链管理有限公司,18000226,,天津市,天津市,,,天津市,117.201509,39.085318,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:32,,,,,,,[],"[{'id': 215, 'unload_point_id': 139, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
138,电商南京,DS01,DS01 电商南京,,北京联悦国际供应链管理有限公司,18000226,,江苏省,南京市,,,南京市,118.796624,32.059344,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 214, 'unload_point_id': 138, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
137,天猫佛山,9017,9017 天猫佛山,,北京联悦国际供应链管理有限公司,18000226,,江苏省,苏州市,,,天猫佛山,120.585294,31.299758,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 213, 'unload_point_id': 137, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
136,天猫苏州,9018,9018 天猫苏州,,北京联悦国际供应链管理有限公司,18000226,,江苏省,苏州市,,,苏州市,120.585294,31.299758,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 212, 'unload_point_id': 136, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
135,天猫东莞,9015,9015 天猫东莞,,北京联悦国际供应链管理有限公司,18000226,,湖南省,长沙市,,,天猫东莞,112.938882,28.228304,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 211, 'unload_point_id': 135, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
134,天猫长沙,9014,9014 天猫长沙,,北京联悦国际供应链管理有限公司,18000226,,湖南省,长沙市,,,长沙市,112.938882,28.228304,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 210, 'unload_point_id': 134, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
133,天猫广州,9008,9008 天猫广州,,北京联悦国际供应链管理有限公司,18000226,,广东省,广州市,,,广州市,113.264499,23.130061,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 209, 'unload_point_id': 133, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
132,天猫上海,9007,9007 天猫上海,,北京联悦国际供应链管理有限公司,18000226,,江苏省,南京市,浦口区,,天猫上海,118.645353,32.069858,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 208, 'unload_point_id': 132, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
131,天猫南京,9016,9007 天猫南京,,北京联悦国际供应链管理有限公司,18000226,,江苏省,南京市,浦口区,,天猫甄选家具集合店,118.645353,32.069858,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 207, 'unload_point_id': 131, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
130,天猫天津,9011,9011 天猫天津,,北京联悦国际供应链管理有限公司,18000226,,天津市,天津市,滨海新区,,天猫国际旗舰店,117.682167,39.000426,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:30:31,,,,,,,[],"[{'id': 206, 'unload_point_id': 130, 'logistics_name': '北京联悦国际供应链管理有限公司', 'logistics_code': '18000226', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
129,西宁,2016,2016 西宁数据在线,85,北京通源达国际供应链管理有限公司,18000220,,青海省,西宁市,,,西宁市,101.777795,36.616621,,0,0,"[{'linkman': 'cs', 'phone': 13500000000}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:28:47,,,,,,,[],"[{'id': 205, 'unload_point_id': 129, 'logistics_name': '北京通源达国际供应链管理有限公司', 'logistics_code': '18000220', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
128,库尔勒,2015,2015 库尔勒数据在线,84,北京通源达国际供应链管理有限公司,18000220,,新疆维吾尔自治区,乌鲁木齐市,水磨沟区,水磨沟街道,库尔勒,87.64208,43.832714,0,0,0,"[{'linkman': 'cs', 'phone': '13500000000', 'id': '1', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",0,1,0,,0,1,1,2025-11-08 10:28:47,,,,,,,[],"[{'id': 204, 'unload_point_id': 128, 'logistics_name': '北京通源达国际供应链管理有限公司', 'logistics_code': '18000220', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
127,包头,2008,2008 包头数据在线,,北京晶达国际供应链管理有限公司,18000224,,内蒙古自治区,包头市,,沙河街道,包头,109.95315,40.621327,0,0,0,"[{'linkman': 'CS', 'phone': '1870254321', 'id': '1', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",0,1,0,,0,1,1,2025-11-08 10:24:43,,,,,,,[],"[{'id': 201, 'unload_point_id': 127, 'logistics_name': '北京晶达国际供应链管理有限公司', 'logistics_code': '18000224', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
126,长春,2007,2007 长春数据在线,,北京晶达国际供应链管理有限公司,18000224,,黑龙江省,哈尔滨市,,,长春,126.53505,45.802981,,0,0,"[{'linkman': 'CS', 'phone': 1870254321}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,1,2025-11-08 10:24:43,86A1,6886,688600,华彬快速消费品销售（湖北）有限公司,2032-10-01,2025-11-01,"[{'id': 123, 'unload_point_id': 126, 'sales_ltd': '华彬快速消费品销售（湖北）有限公司', 'from_date': '2025-11-01', 'expiry_date': '2032-10-01', 'seller': '688600', 'sales_org': '6886', 'factory_code': '86A1', 'status': 2}]","[{'id': 200, 'unload_point_id': 126, 'logistics_name': '北京晶达国际供应链管理有限公司', 'logistics_code': '18000224', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
125,哈尔滨,2006,2006 哈尔滨数据在线,,北京晶达国际供应链管理有限公司,18000224,,黑龙江省,哈尔滨市,,,哈尔滨市,126.53505,45.802981,,0,0,"[{'linkman': 'CS', 'phone': 1870254321}, {'linkman': '', 'phone': ''}, {'linkman': '', 'phone': ''}]",0,1,0,,0,1,,2025-11-08 10:24:43,,,,,,,[],"[{'id': 199, 'unload_point_id': 125, 'logistics_name': '北京晶达国际供应链管理有限公司', 'logistics_code': '18000224', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
124,沈阳,2005,2005 沈阳数据在线,,北京晶达国际供应链管理有限公司,18000224,,辽宁省,沈阳市,皇姑区,明廉街道,沈阳,123.36375239865,41.8219610677,0,0,0,"[{'linkman': 'CS', 'phone': '1870254321', 'id': '1', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",0,1,0,,0,1,1,2025-11-08 10:24:43,,,,,,,[],"[{'id': 198, 'unload_point_id': 124, 'logistics_name': '北京晶达国际供应链管理有限公司', 'logistics_code': '18000224', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
123,北京,2003,2003 北京数据在线,,北京晶达国际供应链管理有限公司,18000224,,北京市,北京市,,,北京市,116.724502,39.905023,0,0,0,"[{'linkman': 'CS', 'phone': '1870254321', 'id': '1', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",0,1,0,,0,1,1,2025-11-08 10:24:42,,,,,,,[],"[{'id': 197, 'unload_point_id': 123, 'logistics_name': '北京晶达国际供应链管理有限公司', 'logistics_code': '18000224', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
122,太原,2002,2002 太原数据在线,,北京晶达国际供应链管理有限公司,18000224,,山西省,太原市,,,太原市,112.549656,37.870451,0,0,0,"[{'linkman': 'CS', 'phone': '1870254321', 'id': '1', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",0,1,0,,0,1,1,2025-11-08 10:24:42,,,,,,,[],"[{'id': 196, 'unload_point_id': 122, 'logistics_name': '北京晶达国际供应链管理有限公司', 'logistics_code': '18000224', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",2023-01-01,9999-12-31,[],,,,
121,金华,2021,2021 金华数据在线,,北京驰宁国际供应链管理有限公司,18000223,,浙江省,金华市,婺城区,城东街道,金华,119.66026233484,29.110231980626,5000,1,0,"[{'id': '1', 'linkman': 'CS', 'phone': '18702543666', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",-121,1,0,,0,1,,2025-11-08 10:21:00,84A1,6884,688400,华彬快速消费品销售（福建）有限公司,9999-12-31,2019-11-01,"[{'id': 122, 'unload_point_id': 121, 'sales_ltd': '华彬快速消费品销售（福建）有限公司', 'from_date': '2019-11-01', 'expiry_date': '9999-12-31', 'seller': '688400', 'sales_org': '6884', 'factory_code': '84A1', 'status': 2}]","[{'id': 195, 'unload_point_id': 121, 'logistics_name': '北京驰宁国际供应链管理有限公司', 'logistics_code': '18000223', 'from_date': '2018-11-01', 'expiry_date': '2099-12-31', 'status': 2}]",2018-11-01,2099-12-31,[],,,,
120,台州,2022,2022 台州数据在线,,数据在线,18000218,,浙江省,台州市,椒江区,白云街道,台州,121.41961536357,28.645113187822,5000,1,0,"[{'id': '1', 'linkman': '测试', 'phone': '18702540333', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",-120,1,0,,0,1,1,2025-09-06 14:06:06,89A1,6889,688900,华彬（广东）企业管理有限公司,9999-12-31,2020-09-01,"[{'id': 121, 'unload_point_id': 120, 'sales_ltd': '华彬（广东）企业管理有限公司', 'from_date': '2020-09-01', 'expiry_date': '9999-12-31', 'seller': '688900', 'sales_org': '6889', 'factory_code': '89A1', 'status': 2}]","[{'id': 194, 'unload_point_id': 120, 'logistics_name': '数据在线', 'logistics_code': '18000218', 'from_date': '2019-09-01', 'expiry_date': '2099-12-31', 'status': 2}]",2019-09-01,2099-12-31,[],,,,
119,成都,2036,2036 成都数据在线,,毅远（北京）国际供应链管理有限公司,18000203,,四川省,成都市,青羊区,西御河街道,成都,104.06980561267,30.658777017516,5000,1,0,"[{'id': '1', 'linkman': '示例', 'phone': '1350000000', 'isTop': '1', 'isLast': '1', 'isNoRemove': '1', 'sort': '0'}]",-119,1,0,,0,1,,2025-08-05 14:20:51,89A1,6889,688900,华彬（广东）企业管理有限公司,9999-12-31,2020-08-05,"[{'id': 118, 'unload_point_id': 119, 'sales_ltd': '华彬（广东）企业管理有限公司', 'from_date': '2020-08-05', 'expiry_date': '9999-12-31', 'seller': '688900', 'sales_org': '6889', 'factory_code': '89A1', 'status': 2}]","[{'id': 193, 'unload_point_id': 119, 'logistics_name': '毅远（北京）国际供应链管理有限公司', 'logistics_code': '18000203', 'from_date': '2020-08-05', 'expiry_date': '2099-12-31', 'status': 2}]",2020-08-05,2099-12-31,[],,,,
