序号,物料编码,商品名称,审批状态,启/禁状态,单位重量吨/箱(组、包),物料单位,单位货值元/箱(组、包),纸箱价格元/张,外包装箱价格,是否为促销物料,是否为箱内码促销,是否为消费者促销,是否五码合一,促销方式,封箱方式,是否有内膜,是否有外膜,箱内包装形式,箱内数量,箱内单位,投放区域,箱内是否有礼品,商品保质期,材质,备注,标箱折扣系数,品牌,物料大类,物料品类,商品图例,分配量,促销方案,保质期预警(天),有效期起,有效期止
11,10001201,红牛维生素功能饮料/普通型/250ML/24/普通箱内码-新疆专供/2026,待审核,启用,,CAR,,,,否,否,否,否,,,是,否,12×2,24,,,否,18个月,马口铁,2026年2月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
12,10001200,红牛维生素功能饮料/普通型/250ML/24/1元乐享-新疆青海/2026,待审核,启用,,CAR,,,,否,否,否,否,,,是,否,12×2,24,,,否,18个月,马口铁,2026年2月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
13,10001199,红牛维生素功能饮料/普通型/250ML/24/普通箱内码/2026,待审核,启用,,CAR,,,,否,否,否,否,,,是,否,12×2,24,,,否,18个月,马口铁,2026年2月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
14,10001198,红牛维生素功能饮料/普通型/250ML/24/扫码1元乐享-闽苏沪/2026,待审核,启用,,CAR,,,,否,否,否,否,,,是,否,12×2,24,,,否,18个月,马口铁,2026年2月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
15,10001103,红牛维生素功能饮料/普通型/250ML/24/29周年/广东箱内码三期/2024,待审核,启用,,CAR,,,,否,否,否,否,,,是,否,12×2,24,,,否,18个月,马口铁,2024年11月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
16,10001080,红牛维生素功能饮料/普通型/250ML/24/29周年/广东箱内码二期/2024,待审核,启用,,CAR,,,0.00,否,否,否,否,,,是,否,12×2,24,,,否,18个月,马口铁,2024年6月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
17,10001079,红牛维生素功能饮料/普通型/250ML/24/1元乐享-广西/2024,待审核,启用,,CAR,,,0.00,否,否,否,否,,,是,否,12×2,24,,,否,18个月,马口铁,2024年6月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
18,10001077,红牛维生素功能饮料/普通型/250ML/24/29周年/两元纸箱/台州二期彩膜装,待审核,启用,,CAR,,,0.00,否,否,否,否,,,是,否,6×4,24,,,否,18个月,马口铁,2024年5月新增物料，六罐彩膜表面无条形码，整箱售卖,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
19,10001075,红牛维生素功能饮料/普通型/250ML/24/29周年/两元纸箱/台州专供二期,待审核,禁用,,CAR,,,,是,否,否,是,,胶带,是,否,12×2,24,,,否,18个月,马口铁,2024年5月新增物料,,红牛,红牛促销型,,,,,,
20,10001055,红牛/普通型/250ML/24/扫码促销-金华箱内码专供/2024,待审核,启用,,CAR,,,0.00,是,否,否,否,,胶带,是,否,12×2,24,,,否,18个月,马口铁,2024年2月新增物料,1.000,红牛,红牛促销型,,,,,2023-01-01,9999-12-31
21,010000919,0红牛/普通型/250ML/24/1元享红牛/2021,已完成,启用,0.00001,CAR,,,0.00,是,是,否,否,,热熔封箱,否,否,12×2,24,6,新疆+青海,否,12个月,铝合金,,1.000,红牛,战马,,20000,,20,2025-01-01,9999-12-31
22,20002074,纸皮/普通型/250ML/24/1元换购-新疆青海云,已完成,启用,,CAR,,,100.00,是,否,否,否,,胶带,否,否,真空,1000,6,1,否,12个月,玻璃瓶,,3.000,红牛,战马,,999,100,30,2026-04-01,9999-12-31
23,20002274,空罐/普通型/250ML/2026广东1元乐享促销/无顶盖,已完成,启用,,CAR,,,,否,否,否,否,,胶带封装,否,否,,,3,,否,720,塑料,测试用,0.500,罐装战马,战马,,,无,7,2023-01-01,9999-12-31
24,11000356,战马/330ML/24/罐装/含气/菠萝西柚味/广东促销,已完成,启用,0.00001,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,,,,,,2025-01-01,9999-12-31
25,11000372,战马/310ML/24/罐装/2026/线下1元乐享,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
26,11000371,战马/310ML/24/罐装/2026/线上1元乐享-新包装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
27,11000370,战马/310ML/24/罐装/2026/扫码红包-新包装,已完成,启用,0.00001,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
28,81000290,国产/神农明珠天然泉水/350ML/24瓶/无外箱/红动中原牛气冲天联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
29,81000258,国产/神农明珠天然泉水/350ML/24瓶/无外箱/北站苗乡,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
30,81000225,国产/神农明珠天然泉水/350ML/24瓶/无外箱,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
31,81000237,国产/神农明珠天然泉水/5L/4桶装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
32,81000227,国产/神农明珠天然泉水/5L/4桶装/无外箱,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
33,81000316,国产/神农明珠天然泉水/500ML/24瓶/无外箱/大角鹿联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
34,81000313,国产/神农明珠天然泉水/500ML/24瓶/无外箱/交通银行联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
35,81000314,国产/神农明珠天然泉水/500ML/24瓶/无外箱/初雄联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
36,81000298,国产/神农明珠天然泉水/500ML/24瓶/无外箱/华彬航空联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
37,81000291,国产/神农明珠天然泉水/500ML/24瓶/无外箱/德高防水联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
38,81000289,国产/神农明珠天然泉水/500ML/24瓶/无外箱/名仕台球联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
39,81000283,国产/神农明珠天然泉水/500ML/24瓶/无外箱/黄石联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
40,81000240,国产/神农明珠天然泉水/500ml/24瓶/无外箱,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
41,81000310,国产/神农明珠天然泉水/500ML/24瓶/交通银行联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
42,81000304,国产/神农明珠天然泉水/500ML/24瓶/德高防水联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
43,81000294,国产/神农明珠天然泉水/500ML/24瓶/华彬航空联标,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
44,81000224,国产/神农明珠天然泉水/500ML/24瓶,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,神农明珠,神农明珠,,,,,2025-01-01,9999-12-31
45,10001193,红牛维生素功能饮料/普通型/250ML/24/新疆专供/2026,已完成,启用,0.00740,CAR,112.80,2.15,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛普通型,,,,,2025-01-01,9999-12-31
46,10001191,红牛维生素功能饮料/普通型/250ML/六罐装/31周年,已完成,启用,0.00185,CAR,28.20,1.66,0.00,否,否,否,否,,,否,否,,,,,否,,,,0.250,红牛,红牛六联包,,,,,2025-01-01,9999-12-31
47,10001188,红牛维生素功能饮料/普通型/250ML/24/31周年纪念装,已完成,启用,0.00740,CAR,112.80,2.15,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛普通型,,,,,2025-01-01,9999-12-31
48,10001187,红牛维生素功能饮料/普通型/250ML/24/广东1元乐享促销/2026,已完成,启用,0.00740,CAR,112.80,2.15,0.00,否,否,否,否,,,否,否,,24,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
49,10001186,红牛维生素功能饮料/普通型/250ML/24/广东红包促销/2026,已完成,启用,0.00740,CAR,112.80,2.15,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
50,10001185,红牛维生素功能饮料/普通型/250ML/24/31周年/两元纸箱/台州专供一期,已完成,启用,0.00740,CAR,112.80,2.15,0.00,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
51,10001184,红牛维生素功能饮料/牛磺酸强化型/250ml/24/31周年纪念装,已完成,启用,0.00740,CAR,120.00,2.15,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛强化型,,,,,2025-01-01,9999-12-31
52,81000253,国产/芙丝水330ML/24瓶装/YOMA,0,禁用,0.00001,CAR,,,,否,否,否,否,,,是,是,6×4,24,CAR,,否,24个月,塑料瓶,2024年8月新增物料,1.000,国产芙丝,国产芙丝330MLPET,,,,,2023-01-01,9999-12-31
53,81000221,国产/芙丝水500ML/24瓶装/纯享装,已完成,启用,0.00001,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,国产芙丝,国产芙丝,,,,,2025-01-01,9999-12-31
54,11000359,战马/330ML/24/罐装/含气/夏日柠檬味/广东促销,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
55,11000358,战马/330ML/24/罐装/含气/春日白桃味/广东促销,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
56,11000357,战马/330ML/24/罐装/含气/夏日浆果味/广东促销,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
57,11000353,战马/330ML/24/罐装/含气/夏日柠檬味/常规装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,"战马罐装
普通",,,,,2025-01-01,9999-12-31
58,11000352,战马/330ML/24/罐装/含气/春日白桃味/常规装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,"战马罐装
普通",,,,,2025-01-01,9999-12-31
59,11000351,战马/330ML/24/罐装/含气/夏日浆果味/常规装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,"战马罐装
普通",,,,,2025-01-01,9999-12-31
60,11000350,战马/330ML/24/罐装/含气/菠萝西柚味/常规装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,"战马罐装
普通",,,,,2025-01-01,9999-12-31
61,11000349,战马/330ML/24/罐装/含气/蓝莓黑加仑味/常规装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,"战马罐装
普通",,,,,2025-01-01,9999-12-31
62,11000348,战马/330ML/24/罐装/含气/青苹果葡萄味/常规装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,"战马罐装
普通",,,,,2025-01-01,9999-12-31
63,11000298,战马/180ML/24/罐装/夏黑葡萄味,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,战马,罐装战马180ML,,,,,2025-01-01,9999-12-31
64,11000334,战马/310ML/24/罐装/2025/广东扫码红包-新包装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
65,11000322,战马/310ML/24/罐装/2025/广东扫码1元乐享-新包装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
66,11000321,战马/310ML/24/罐装/新包装,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,战马,罐装战马,,,,,2025-01-01,9999-12-31
67,10001165,红牛维生素功能饮料/普通型/250ML/24/30周年普通箱内码二期/2025,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
68,10001164,红牛维生素功能饮料/普通型/250ML/24/30周年广东二期箱内码,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
69,10001163,红牛维生素功能饮料/普通型/250ML/24/广东促销2025（含二期箱码）,已完成,启用,,CAR,,,0.00,否,否,否,否,,,否,否,,24,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
70,11000312,战马/310ML/24/罐装/2025/线上1元乐享（含箱码）-新包装,已完成,启用,0.00001,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
71,11000283,战马/400ML/15/不含气/2025/1元乐享（线上核销）/二段,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,瓶装战马,瓶装战马不含气,,,,,2025-01-01,9999-12-31
72,11000282,战马/400ML/15/不含气/2025/1元乐享/二段,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,瓶装战马,瓶装战马不含气,,,,,2025-01-01,9999-12-31
73,11000281,战马/400ML/15/不含气/2025/1元乐享（线上核销版）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,瓶装战马,瓶装战马不含气,,,,,2025-01-01,9999-12-31
74,11000280,战马/400ML/15/不含气/2025/1元乐享,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,瓶装战马,瓶装战马不含气,,,,,2025-01-01,9999-12-31
75,11000304,战马/310ML/24/罐装/2025/线上1元乐享/二段（无箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
76,11000303,战马/310ML/24/罐装/2025/线上1元乐享/二段（含箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
77,11000302,战马/310ML/24/罐装/2025/1元乐享/二段-新疆（含箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
78,11000301,战马/310ML/24/罐装/2025/1元乐享/二段（无箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
79,11000300,战马/310ML/24/罐装/2025/1元乐享/二段（含箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
80,11000273,战马/310ML/24/罐装/2025/线上1元乐享（无箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
81,11000272,战马/310ML/24/罐装/2025/线上1元乐享（含箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
82,11000270,战马/310ML/24/罐装/2025/1元乐享-新疆（含箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
83,11000268,战马/310ML/24/罐装/2025/1元乐享（无箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
84,11000267,战马/310ML/24/罐装/2025/1元乐享（含箱码）,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,战马罐装促销,,,,,2025-01-01,9999-12-31
85,10001155,红牛维生素功能饮料/普通型/250ML/24/30周年/两元纸箱/台州专供二期,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
86,10001153,红牛维生素功能饮料/普通型/250ML/24/1元乐享-江西/2025,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
87,10001146,红牛维生素功能饮料/普通型/250ML/24/1元乐享-云南贵州/2025,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,0.007,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
88,10001126,红牛维生素功能饮料/普通型/250ML/24/新疆专供/2025,已完成,禁用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛普通型,,,,,,
89,10001125,红牛维生素功能饮料/普通型/250ML/24/新疆箱内码专供/2025,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
90,10001124,红牛维生素功能饮料/普通型/250ML/24/1元乐享-新疆青海/2025,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
91,10001104,红牛维生素功能饮料/普通型/250ML/24/扫码1元乐享/2025,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
92,10001119,红牛维生素功能饮料/普通型/250ML/24/30周年/两元纸箱/台州专供一期,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
93,10001118,红牛维生素功能饮料/普通型/250ML/24/30周年/24年广东箱内码三期,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
94,10001117,红牛维生素功能饮料/牛磺酸强化型/250ml/24/30周年纪念装,已完成,禁用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛强化型,,,,,2025-01-01,9999-12-31
95,10001116,红牛维生素功能饮料/普通型/250ML/六罐装/30周年,0,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,0.250,红牛,红牛六联包,,,,,2025-01-01,9999-12-31
96,10001114,红牛维生素功能饮料/普通型/250ML/24/30周年纪念装,0,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛普通型,,,,,2025-01-01,9999-12-31
97,10001105,红牛维生素功能饮料/普通型/250ML/24/30周年普通箱内码/2025,0,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
98,10001132,红牛维生素功能饮料/普通型/250ML/24/扫码1元乐享-广西/2025,0,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
99,10001134,红牛维生素功能饮料/普通型/250ML/24/广东促销/2025,0,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
100,10001129,红牛维生素功能饮料/普通型/250ML/24/广东扫码中红包/2025,已完成,启用,0.00740,CAR,,,0.00,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
101,10001081,红牛维生素功能饮料/普通型/250ML/24/29周年普通箱内码二期/2024,0,禁用,0.00740,CAR,112.80,2.15,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛普通型,,,,,2025-01-01,9999-12-31
102,10001060,红牛维生素功能饮料/普通型/250ML/24/1元换购-新疆青海/2024,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
103,10001054,红牛维生素功能饮料/普通型/250ML/24/扫码促销-台州2元回收/2024,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
104,10000000,红牛维生素功能饮料/普通型/250ml/24,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛普通型,,,,,2025-01-01,9999-12-31
105,10000134,红牛维生素功能饮料/普通型/250ml/24,已完成,启用,0.00740,CAR,,,0.00,否,否,否,否,,,否,否,,24,,,否,,,,1.000,红牛,红牛普通型,,,,,2025-01-01,9999-12-31
106,10001059,红牛维生素功能饮料/普通型/250ML/24/扫码促销-含箱内码/2024,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
107,10001058,红牛维生素功能饮料/普通型/250ML/扫码促销/六罐装/2024,已完成,启用,0.00185,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,0.250,红牛,红牛六联包,,,,,2025-01-01,9999-12-31
108,10001057,红牛维生素功能饮料/普通型/250ML/24/扫码促销/2024,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
109,11000234,战马/400ML/15/不含气/2024/1元乐享LPL版,已完成,启用,0.00730,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,瓶装战马,瓶装战马不含气,,,,,2025-01-01,9999-12-31
110,10001056,红牛维生素功能饮料/普通型/250ML/24/29周年普通箱内码/2024,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
111,11000231,战马/310ML/24/罐装/2024无箱内码/1元乐享-篮球,已完成,启用,0.00840,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,罐装战马,,,,,2025-01-01,9999-12-31
112,11000230,战马/310ML/24/罐装/2024箱内码/1元乐享-篮球,已完成,启用,0.00840,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,罐装战马,罐装战马,,,,,2025-01-01,9999-12-31
113,10001053,红牛维生素功能饮料/普通型/250ML/24/广东促销/2024,已完成,启用,0.00740,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,1.000,红牛,红牛促销型,,,,,2025-01-01,9999-12-31
114,好智粒1*15,好智粒1*15,已完成,启用,0.00485,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,,,,,,,,2025-01-01,9999-12-31
115,好智粒1*24,好智粒1*24,已完成,启用,0.00650,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,,,,,,,,2025-01-01,9999-12-31
116,好智粒1*12,好智粒1*12,已完成,启用,0.00380,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,,,,,,,,2025-01-01,9999-12-31
117,,红牛胶带,已完成,启用,,CAR,,,,否,否,否,否,,,否,否,,,,,否,,,,,,,,,,,2025-01-01,9999-12-31
