id,dict_id,standard_level_id,standard_level_name,process_post_id,process_post_name,process_node,check_object_name,goods_cate_id,goods_cate_name,mat_name,mat_code,tech_standard_version,org_id,org_code,org_name,inspection_project_id,inspection_project_name,inspection_item_id,inspection_item_code,is_judge,sampling_dept_org_id,sampling_dept_org_name,inspection_dept_org_id,inspection_dept_org_name,inner_outer_inspection,quant_qual_type,initial_reinspect,sampling_check_position_id,sampling_check_position_name,inspection_cycle_id,inspection_cycle_name,inspect_unit_qty,status,order_status,ct_uid,up_uid,create_time,check_user_signature,process_arr,remark,inspection_unit_id,inspection_unit,push_system,start_time,can_skip_day,calculate_id,calculate_name,sampling_qty,sampling_unit_id,sampling_unit,inspection_frequency_id,inspection_frequency,inspection_rate_id,inspection_rate,inspection_tool,parameter_standard,abnormal_standard_id,abnormal_standard,indicator_unit_id,indicator_unit,lower_limit,upper_limit,decimal_places,min_unqualified_abnormal,abnormal_result_id,abnormal_result,exceed_plan,inspection_method,valid_begin_date,valid_end_date,is_sync,version,assoc_type
11,CMZI0011,7,集团标准,1,制水,配料,原水,,,,,Q/RW-TS-001-2023,,,,86,pH,42,GC00000003,1,,,5,品管部,1,1,1,1,原水箱,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,在线数显pH计,6.5-8.5,,,,,6.50,8.50,2,1,14,复检,若有不合格，取同一CIP期间制水岗位原水100ml进行复检。,车间CIP过程中，在线数显pH计定期进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
12,CMZI0012,7,集团标准,1,制水,配料,原水,,,,,Q/RW-TS-001-2023,,,,65,菌落总数,99,GF00000003,1,5,品管部,5,品管部,1,1,2,1,原水箱,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,≤100CFU/100ml,,,29,CFU/100mL,0,100,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，取同一CIP期间制水岗位原水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
13,CMZI0013,7,集团标准,1,制水,配料,原水,,,,,Q/RW-TS-001-2023,,,,83,大肠菌群,99,GF00000003,1,5,品管部,5,品管部,1,1,2,1,原水箱,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，取同一CIP期间制水岗位原水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
14,CMZI0014,7,集团标准,1,制水,配料,原水,,,,,Q/RW-TS-001-2023,,,,84,霉菌,99,GF00000003,1,5,品管部,5,品管部,1,1,2,1,原水箱,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，取同一CIP期间制水岗位原水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
15,CMZI0015,7,集团标准,1,制水,配料,原水,,,,,Q/RW-TS-001-2023,,,,85,酵母菌,99,GF00000003,1,5,品管部,5,品管部,1,1,2,1,原水箱,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，取同一CIP期间制水岗位原水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
16,CMZI0016,7,集团标准,1,制水,配料,原水,,,,,Q/RW-TS-001-2023,,,,86,pH,99,GF00000003,1,5,品管部,5,品管部,1,1,2,1,原水箱,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,在线数显pH计,5.2～6.8,,,,,6.50,8.50,2,1,12,异常汇报,若仍有不合格，立即汇报。,台式pH计，取同一CIP期间制水岗位原水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
17,CMZI0017,8,基地标准,1,制水,配料,原水,,,,,-,8,6865,华彬快速消费品饮料（贵州）有限公司,87,浑浊度,43,GC00000004,1,5,品管部,5,品管部,1,1,1,1,原水箱,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,11,大于等于1,,,浊度仪,0-1NTU,,,32,NTU,0.00,1.00,2,1,14,复检,若有不合格，进行复检。,每周检测一次,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
18,CMZI0018,8,基地标准,1,制水,配料,原水,,,,,-,8,6865,华彬快速消费品饮料（贵州）有限公司,87,浑浊度,100,GF00000004,1,5,品管部,5,品管部,1,1,2,1,原水箱,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,11,大于等于1,,,浊度仪,0-1NTU,,,32,NTU,0.00,1.00,2,1,12,异常汇报,若仍有不合格，立即汇报。,复检,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
19,CMZI0019,7,集团标准,1,制水,配料,原水,,,,,Q/RW-TS-001-2023,,,,88,型式检验,44,GC00000005,1,7,第三方检测机构,7,第三方检测机构,2,2,1,1,原水箱,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,"每年按GB5749检验共4个样品
自来水1个+3口井各1个",,,1,,,1,单次,,,,11,大于等于1,,1次/年,按国标执行,符合GB5749,,,,,,,,1,15,不合格,,按国标执行,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
20,CMZI0020,7,集团标准,1,制水,配料,井水,,,,,Q/RW-TS-001-2023,,,,88,型式检验,45,GC00000006,1,7,第三方检测机构,7,第三方检测机构,2,2,1,16,深水井泵房,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,按GB14848每年检测2次，每次随机取2口井的水样,,,1,,,1,单次,,,,11,大于等于1,,2次/年,按国标执行,符合地下水标准GB14848,,,,,,,,1,15,不合格,,按国标执行,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
21,CMZI0021,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,86,pH,119,无,1,,,6,生产部,1,1,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/小时,在线数显pH计,5.2～6.8,,,,,5.20,6.80,2,1,14,复检,若有不合格，立即停机并取100ml制水岗位RO水通过台式PH计进行复检,在线pH计测量读数，pH计,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
22,CMZI0022,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,86,pH,101,GF00000005,1,6,生产部,6,生产部,1,1,2,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/小时,台式pH计,5.2～6.8,,,,,5.20,6.80,2,1,9,汇报整改,若仍不合格，汇报并进行排水，直至检测合格为止,取100ml制水岗位RO水通过台式PH计进行复检,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
23,CMZI0023,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,86,pH,46,GC00000007,1,6,生产部,5,品管部,1,1,1,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,台式pH计,5.2～6.8,,,,,5.20,6.80,2,1,14,复检,若有不合格，取制水岗位配料冷水缸中RO水50ml，通过台式PH计进行复检,取制水岗位配料冷水缸中RO水50ml，通过台式PH计进行初检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
24,CMZI0024,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,86,pH,102,GF00000006,1,6,生产部,5,品管部,1,1,2,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,台式pH计,5.2～6.8,,,,,5.20,6.80,2,1,9,汇报整改,若仍不合格，汇报并进行排水，直至检测合格为止。,取制水岗位配料冷水缸中RO水50ml，通过台式PH计进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
25,CMZI0025,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,89,电导率,119,无,1,,,6,生产部,1,1,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/小时,在线数显电导率仪,≤3μs/cm,,,34,μS/cm,0.00,2.99,2,1,14,复检,若有不合格，立即取100ml制水岗位RO水，通过台式数显电导率仪进行复检,电导率仪在线测量读数,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
26,CMZI0026,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,89,电导率,103,GF00000007,1,6,生产部,6,生产部,1,1,2,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/小时,台式数显电导率仪,≤3μs/cm,,,34,μS/cm,0.00,2.99,2,1,9,汇报整改,若仍不合格，汇报并进行排水，直至检测合格为止,取100ml制水岗位RO水，通过台式数显电导率仪进行复检,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
27,CMZI0027,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,89,电导率,46,GC00000007,1,6,生产部,5,品管部,1,1,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,台式数显电导率仪,≤3μs/cm,,,34,μS/cm,0.00,2.99,2,1,14,复检,若有不合格，取制水岗位配料冷水缸中RO水50ml，通过台式数显电导率仪进行复检。,取制水岗位配料冷水缸中RO水50ml，通过台式数显电导率仪进行初检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
28,CMZI0028,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,89,电导率,102,GF00000006,1,6,生产部,5,品管部,1,1,2,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,台式数显电导率仪,≤3μs/cm,,,34,μS/cm,0.00,2.99,2,1,9,汇报整改,若仍不合格，汇报并进行排水，直至检测合格为止,取制水岗位配料冷水缸中RO水50ml，通过台式数显电导率仪进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
29,CMZI0029,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,65,菌落总数,47,GC00000008,1,5,品管部,5,品管部,1,1,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,≤20CFU/100ml,,,29,CFU/100mL,0,20,0,1,14,复检,若有不合格，立即从制水岗位取RO水100ml进行复检。,车间CIP过程中，通过滤膜法，取制水岗位RO水100ml进行初检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
30,CMZI0030,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,83,大肠菌群,47,GC00000008,1,5,品管部,5,品管部,1,1,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,14,复检,若有不合格，立即从制水岗位取RO水100ml进行复检。,车间CIP过程中，通过滤膜法，取制水岗位RO水100ml进行初检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
31,CMZI0031,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,84,霉菌,47,GC00000008,1,5,品管部,5,品管部,1,1,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,14,复检,若有不合格，立即从制水岗位取RO水100ml进行复检。,车间CIP过程中，通过滤膜法，取制水岗位RO水100ml进行初检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
32,CMZI0032,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,85,酵母菌,47,GC00000008,1,5,品管部,5,品管部,1,1,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,14,复检,若有不合格，立即从制水岗位取RO水100ml进行复检。,车间CIP过程中，通过滤膜法，取制水岗位RO水100ml进行初检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
33,CMZI0033,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,65,菌落总数,104,GF00000008,1,5,品管部,5,品管部,1,1,2,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,≤20CFU/100ml,,,29,CFU/100mL,0,20,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，从制水岗位取RO水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
34,CMZI0034,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,83,大肠菌群,104,GF00000008,1,5,品管部,5,品管部,1,1,2,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，从制水岗位取RO水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
35,CMZI0035,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,84,霉菌,104,GF00000008,1,5,品管部,5,品管部,1,1,2,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，从制水岗位取RO水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
36,CMZI0036,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,85,酵母菌,104,GF00000008,1,5,品管部,5,品管部,1,1,2,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/CIP,滤膜组架、培养箱,不得检出,,,29,CFU/100mL,0,0,0,1,12,异常汇报,若仍有不合格，立即汇报。,滤膜法，从制水岗位取RO水100ml进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
37,CMZI0037,8,基地标准,1,制水,配料,RO水,,,,,,8,6865,华彬快速消费品饮料（贵州）有限公司,90,余氯,119,无,1,5,品管部,5,品管部,1,1,1,13,配料冷水缸,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,11,大于等于1,,,余氯检测仪,≤0.05mg/L,,,30,mg/L,0.00,0.05,2,1,14,复检,若有不合格，进行复检。,使用余氯检测仪检测。,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
38,CMZI0038,8,基地标准,1,制水,配料,RO水,,,,,,8,6865,华彬快速消费品饮料（贵州）有限公司,90,余氯,119,无,1,5,品管部,5,品管部,1,1,2,13,配料冷水缸,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,11,大于等于1,,,余氯检测仪,≤0.05mg/L,,,30,mg/L,0.00,0.05,2,1,12,异常汇报,若仍有不合格，立即汇报。,使用余氯检测仪检测。,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
39,CMZI0039,8,基地标准,1,制水,配料,RO水,,,,,,6,8885,广东红牛维他命饮料有限公司,90,余氯,119,无,1,5,品管部,5,品管部,1,1,1,13,配料冷水缸,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,11,大于等于1,,,余氯检测仪,≤0.05mg/L,,,30,mg/L,0.00,0.05,2,1,14,复检,若有不合格，进行复检。,使用余氯检测仪检测。,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
40,CMZI0040,8,基地标准,1,制水,配料,RO水,,,,,,6,8885,广东红牛维他命饮料有限公司,90,余氯,105,GF00000009,1,5,品管部,5,品管部,1,1,2,13,配料冷水缸,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,11,大于等于1,,,余氯检测仪,≤0.05mg/L,,,30,mg/L,0.00,0.05,2,1,12,异常汇报,若仍有不合格，立即汇报。,使用余氯检测仪检测。,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
41,CMZI0041,8,基地标准,1,制水,配料,RO水,,,,,,9,6866,华彬快速消费品饮料（福建）有限公司,90,余氯,48,GC00000009,1,5,品管部,5,品管部,1,1,1,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/季度,余氯检测仪,≤0.05mg/L,,,30,mg/L,0.00,0.05,2,1,14,复检,若有不合格，进行复检。,使用余氯检测仪检测。,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
42,CMZI0042,8,基地标准,1,制水,配料,RO水,,,,,,9,6866,华彬快速消费品饮料（福建）有限公司,90,余氯,106,GF00000010,1,5,品管部,5,品管部,1,1,2,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/季度,余氯检测仪,≤0.05mg/L,,,30,mg/L,0.00,0.05,2,1,12,异常汇报,若仍有不合格，立即汇报。,使用余氯检测仪检测。,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
43,CMZI0043,7,集团标准,1,制水,配料,RO水,,,,,Q/RW-TS-001-2023,,,,88,型式检验,49,GC00000010,1,7,第三方检测机构,7,第三方检测机构,2,2,1,2,RO水罐,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,按药典标准每年检测2次，每次均全部覆盖取样（AB组、C组），线下留存文件,,,1,,,1,单次,,,,11,大于等于1,,2次/年,按药典标准执行,中国药典纯化水质量要求,,,,,,,,1,15,不合格,,按药典标准执行,2025-01-01,9999-12-31,0,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
44,CMZI0044,7,集团标准,4,称料,分装检测,内容物,,,,,Q/RW-TS-001-2023,,,,42,内容物质量,119,无,1,6,生产部,6,生产部,1,2,1,6,称料间,1,定量检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,11,大于等于1,,1次/包装,目视、嗅觉、触觉,无变色、异物、异味、结晶颗粒正常,18,变色/异物/异味/结晶颗粒异常,,,,,,1,11,退库,若有不合格，此批货物退货给储运部，并做补货处理。,感官检测,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
